Jan. 17, 2026   15:14:52
A.C. Impedance
File: d:\360movedata\users\20144\desktop\Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High Frequency (Hz) = 1e+6
Low Frequency (Hz) = 0.01
Imp SF
Amplitude (V) = 0.01
Quiet Time (sec) = 2
Cycles (.1-1Hz) = 1
Cycles (.01-.1Hz) = 1
Cycles (.001-.01Hz) = 1

Freq/Hz, Z'/ohm, Z"/ohm, Z/ohm, Phase/deg
2.197e+3, 1.883e+2, -5.687e+1, 1.967e+2, -16.8
1.709e+3, 1.928e+2, -6.628e+1, 2.039e+2, -19.0
1.465e+3, 1.963e+2, -7.303e+1, 2.094e+2, -20.4
1.221e+3, 2.003e+2, -8.224e+1, 2.166e+2, -22.3
9.766e+2, 2.062e+2, -9.533e+1, 2.271e+2, -24.8
8.252e+2, 2.111e+2, -1.069e+2, 2.366e+2, -26.9
6.836e+2, 2.165e+2, -1.223e+2, 2.486e+2, -29.5
5.615e+2, 2.227e+2, -1.414e+2, 2.638e+2, -32.4
4.639e+2, 2.292e+2, -1.632e+2, 2.814e+2, -35.5
3.809e+2, 2.364e+2, -1.901e+2, 3.033e+2, -38.8
3.174e+2, 2.439e+2, -2.193e+2, 3.280e+2, -42.0
2.588e+2, 2.529e+2, -2.584e+2, 3.616e+2, -45.6
2.148e+2, 2.623e+2, -3.009e+2, 3.992e+2, -48.9
1.758e+2, 2.737e+2, -3.557e+2, 4.488e+2, -52.4
1.465e+2, 2.857e+2, -4.145e+2, 5.034e+2, -55.4
1.221e+2, 2.995e+2, -4.841e+2, 5.693e+2, -58.3
9.766e+1, 3.186e+2, -5.851e+2, 6.662e+2, -61.4
8.254e+1, 3.361e+2, -6.760e+2, 7.550e+2, -63.6
6.813e+1, 3.612e+2, -8.004e+2, 8.781e+2, -65.7
5.623e+1, 3.916e+2, -9.470e+2, 1.025e+3, -67.5
4.642e+1, 4.272e+2, -1.120e+3, 1.198e+3, -69.1
3.831e+1, 4.736e+2, -1.326e+3, 1.408e+3, -70.3
3.162e+1, 5.283e+2, -1.565e+3, 1.652e+3, -71.3
2.610e+1, 5.962e+2, -1.850e+3, 1.943e+3, -72.1
2.154e+1, 6.801e+2, -2.187e+3, 2.290e+3, -72.7
1.778e+1, 7.808e+2, -2.579e+3, 2.695e+3, -73.2
1.468e+1, 9.072e+2, -3.046e+3, 3.178e+3, -73.4
1.212e+1, 1.063e+3, -3.591e+3, 3.745e+3, -73.5
1.000e+1, 1.284e+3, -4.200e+3, 4.392e+3, -73.0
8.254e+0, 1.492e+3, -4.984e+3, 5.202e+3, -73.3
6.813e+0, 1.772e+3, -5.861e+3, 6.123e+3, -73.2
5.623e+0, 2.091e+3, -6.855e+3, 7.167e+3, -73.0
4.642e+0, 2.533e+3, -8.064e+3, 8.453e+3, -72.6
3.831e+0, 3.091e+3, -9.488e+3, 9.979e+3, -72.0
3.162e+0, 3.648e+3, -1.098e+4, 1.157e+4, -71.6
2.610e+0, 4.413e+3, -1.288e+4, 1.361e+4, -71.1
2.154e+0, 5.278e+3, -1.484e+4, 1.575e+4, -70.4
1.778e+0, 6.163e+3, -1.768e+4, 1.872e+4, -70.8
1.468e+0, 7.482e+3, -2.037e+4, 2.170e+4, -69.8
1.212e+0, 8.976e+3, -2.381e+4, 2.544e+4, -69.3
1.000e+0, 1.097e+4, -2.713e+4, 2.926e+4, -68.0
8.254e-1, 1.324e+4, -3.121e+4, 3.390e+4, -67.0
6.813e-1, 1.572e+4, -3.555e+4, 3.887e+4, -66.1
5.623e-1, 1.878e+4, -4.033e+4, 4.449e+4, -65.0
4.642e-1, 2.212e+4, -4.556e+4, 5.065e+4, -64.1
3.831e-1, 2.610e+4, -5.143e+4, 5.767e+4, -63.1
3.162e-1, 3.054e+4, -5.814e+4, 6.568e+4, -62.3
2.610e-1, 3.560e+4, -6.566e+4, 7.469e+4, -61.5
2.154e-1, 4.166e+4, -7.367e+4, 8.464e+4, -60.5
1.778e-1, 4.872e+4, -8.357e+4, 9.673e+4, -59.8
1.468e-1, 5.577e+4, -9.302e+4, 1.085e+5, -59.1
1.212e-1, 6.338e+4, -1.039e+5, 1.217e+5, -58.6
1.000e-1, 7.164e+4, -1.159e+5, 1.363e+5, -58.3
